director_id,movie_id
0485943,0049408
0514822,0048947
0591486,0049456
0802862,0049966
0828419,0049261
0542720,0048356
0542702,0048563
0000406,0048380
0001415,0048028
0001415,0047296
0780833,0046874
0000581,0046754
0003593,0045793
0000697,0046359
0943758,0046250
0001124,0044672
0003593,0044706
0542702,0044509
0001415,0045296
0591486,0044391
0000406,0045061
0591486,0043278
0001379,0043265
0001415,0044081
0828419,0043924
0000581,0042192
0330456,0042367
0002030,0042276
0467396,0042546
0744035,0041113
0943758,0041452
0454771,0041996
0000581,0041587
0000059,0040416
0624535,0040495
0001379,0040897
0001379,0040506
0001415,0039416
0002030,0039335
0693281,0039370
0780833,0039628
0943758,0036868
0500552,0039040
0332539,0038873
0000697,0037884
0002031,0037913
0001415,0038190
0113284,0037120
0564970,0036872
0002030,0036855
0644048,0037135
0002031,0034583
0795864,0036515
0454771,0036377
0828419,0036172
0939992,0035896
0943758,0035093
0002031,0035575
0503777,0033774
0000406,0033729
0001328,0034167
0000033,0034248
0332539,0033677
0000033,0032976
0002030,0032904
0939992,0032671
0943758,0033253
0000406,0032551
0939992,0031385
0000406,0031971
0001008,0030993
0851537,0029942
0943758,0030287
0124877,0030317
0226189,0029146
0281808,0028691
0291548,0028944
0454771,0029047
0564970,0028597
0502752,0027698
0226189,0028313
0001328,0027459
0503777,0027300
0001008,0027996
0515979,0026752
0000406,0026529
0337595,0026261
0001008,0025316
0515979,0023876
0466099,0024473
0792514,0024353
0332539,0022958
0896542,0021730
0783629,0022386
0097648,0021635
0749484,0021746
0113284,0021885
0384276,0021148
0851537,0022397
0064600,0019729
0191899,0020018
0853130,0019788
0515979,0019824
0920074,0018578
0903049,0019071
0097648,0018379
0587277,0018515
0005124,0317219
0893659,0383574
0711840,0376994
0000165,0382625
0001741,0348150
0757858,0438097
0426333,0327084
0570912,0415306
0178997,0389860
0353673,0375679
0587955,0379725
0003506,0358273
0300866,0365737
0576987,0387131
0000487,0388795
0009190,0317919
0588087,0413267
0893659,0449088
0946734,0373889
0506613,0477347
0339030,0440963
0083348,0382932
0004306,0366548
0798899,0462538
0132709,0381061
0610831,0454921
0000881,0418279
0811583,0416449
0065608,0486946
0031976,0478311
0000217,0407887
0531817,0455590
0001241,0436697
0206760,0449059
0174374,0443489
0634240,0468569
0269463,0371746
0000229,0367882
1349376,0480249
0000916,0448157
0004056,0910970
0005509,0465234
0384722,0952640
0651706,0441773
0371755,0451079
0455078,1000774
0718646,0467406
0011470,0499448
0711840,0293564
1630273,0795421
0001053,0477348
0000759,0469494
0196860,0450188
0006904,0465538
0000881,1055369
0946734,0417741
0230032,1049413
0677037,1049413
0680846,1119646
0009190,0796366
1224299,0892782
0970447,0892782
0757858,1080016
0862211,1080016
0362566,1099212
0201509,0479952
0569891,0479952
0004303,0458525
0506613,1078912
0286975,0830515
0281945,1041829
0510912,1013752
0000142,1205489
0139867,1114740
0603628,0936501
0814085,1046173
0000965,1010048
0001814,1013753
0197636,0976051
0000095,0497465
0000116,0499549
0881279,0435761
0000318,1014759
0269463,1228705
1720541,1325004
0919363,1259571
0634240,1375666
0359387,0878804
1853544,1323594
0593610,0892791
0858525,1231580
0213450,0892769
0005363,0988045
0958969,1155076
0000386,1190080
0504642,0800320
0240797,1375670
0000941,0887912
0178376,1263670
0000233,0361748
0200005,0929632
0367431,0063227
0946734,1201607
0000881,1399103
0946734,0926084
0680846,1411697
0551128,1298650
0510912,1596343
1977355,0398286
0397174,0398286
0005124,1216475
0506977,1216475
0000110,0800369
0002653,0458339
2676052,1104001
1012501,1318514
0001053,1403865
0001054,1403865
0270552,1478338
0950775,1302011
0393799,1504320
0004716,0947798
0751102,0964517
0923736,0848228
0634240,1345836
0002657,1392170
0174374,1324999
1989536,0948470
0028764,1217209
0152312,1217209
0532235,1637725
0201509,1277953
0569891,1277953
0719208,1482459
0049633,1482459
0083348,1229238
0005363,1515091
0001756,1409024
0853238,1454029
0371890,1655442
1630273,1007029
0590122,1532503
0000948,1300854
1853544,1690953
0719208,1690953
0005222,1074638
0001392,0903624
0174374,1673434
0811583,0770828
0768959,1453405
0510912,1905041
0000600,1623205
0009190,1408101
0601781,1772341
0210320,0481499
0761498,0481499
0000229,0443272
0000255,1024648
0751102,1045658
0000233,1853728
0393799,1707386
0000487,0454876
0286975,0816711
0751102,1800241
1349376,1951264
0118333,2294629
1601644,2294629
0348181,2015381
0190859,1454468
0751577,1843866
0751648,1843866
0001392,1170358
0520488,1490017
0588087,1490017
0000881,2109248
0834902,1587310
0001741,1877832
0716257,2103281
0851930,1981115
1989536,1872181
2284484,0831387
0520488,2294449
0588087,2294449
0509448,1291150
2588606,2024544
0885249,0790636
0000095,2334873
1119880,0369610
0923736,2395427
0230032,2096673
0215455,2096673
1490123,2820852
0049633,2293640
1853544,2293640
0003160,2381249
0001392,2310332
0000142,2179136
1349376,1951265
2320658,2245084
0930261,2245084
0634240,0816692
0000110,1661199
0006969,2848292
0327944,2562232
1016428,2980516
0322144,3316960
0922903,3316960
3227090,2582802
0000500,1065073
0009190,2488496
0004056,2277860
0533691,2277860
0751577,3498820
0751648,3498820
0269463,3040964
0155528,2709768
0719208,2709768
1783265,1431045
0397174,2948356
0601781,2948356
0811583,2975590
0043742,1386697
1349376,1951266
0000631,3659388
0005222,2379713
0565336,1895587
0327944,1663202
1049433,3170832
0000229,3682448
0393799,0810819
2284484,3748528
0174374,2771200
0420941,0451279
0348181,3896198
1218281,2250912
1134029,3470600
2888554,3470600
0049633,3469046
1853544,3469046
0166256,3521164
0615780,3521164
0946734,3183660
0220600,1211837
0003506,3315342
0336620,4630562
0615592,1396484
1503575,4975722
0518836,4034228
3227090,3783958
0000243,2671706
3363032,1825683
0751577,4154756
0751648,4154756
0426059,2527336
0083348,3606756
1291105,4881806
0440458,2283362
0500610,5463162
0169806,3501632
0811583,0974015
0003160,4912910
0715636,5095030
0000165,3778644
0881279,2380307
2937122,2380307
0868219,5580390
0942504,4555426
1732981,5027774
0318916,5580036
0000600,0413300
0751577,4154796
0751648,4154796
0269463,6105098
2155757,1979376
1349818,4154664
0281396,4154664
1218281,6320628
0005363,6139732
1490123,1477834
0155528,2709692
0608714,2709692
0001741,1727824
0177896,1517451
0281508,1270797
0268380,6966692
0487166,5083738
1503575,7125860
0190859,6155172
