actor_id,movie_id
0852965,0146316
0185819,0146316
0000149,0102926
0000164,0102926
0001277,0102926
0372217,0102926
0505971,0102926
0001548,0097523
0001242,0097523
0833519,0097523
0840133,0097523
0114787,0097523
0000422,0109813
0001610,0109813
0001548,0109813
0005280,0109813
0001492,0109813
0000228,0169547
0000906,0169547
0000301,0169547
0004747,0169547
0002546,0169547
0000152,0084434
0000700,0084434
0001418,0084434
0005162,0084434
0089408,0084434
0000154,0122151
0000418,0122151
0000582,0122151
0000623,0122151
0001674,0122151
0000142,0405159
0005476,0405159
0000151,0405159
0059431,0405159
1591496,0405159
0004937,0350258
0913488,0350258
0005093,0350258
0694066,0350258
0502015,0350258
0000138,0338751
0000949,0338751
0000295,0338751
0000604,0338751
0000285,0338751
0000576,0327056
0000209,0327056
0000102,0327056
0000401,0327056
0001315,0327056
0000234,0340855
0000207,0340855
0001136,0340855
0855564,0340855
0179960,0340855
0000179,0159365
0000173,0159365
0000250,0159365
0040586,0159365
0322407,0159365
0004778,0253474
0470981,0253474
0277975,0253474
0513520,0253474
0288976,0253474
0000173,0274558
0000194,0274558
0000658,0274558
0226820,0274558
0001669,0274558
0000115,0268126
0000658,0268126
0177933,0268126
0786806,0268126
0842770,0268126
0000243,0139654
0000160,0139654
0001277,0139654
0000297,0139654
0950867,0139654
0000671,0285742
0801231,0285742
1102991,0285742
0005132,0285742
1102875,0285742
0000932,0285742
0001132,0280778
0000980,0280778
0000701,0280778
0095017,0280778
0934362,0280778
0000210,0195685
0109773,0195685
0225767,0195685
0001215,0195685
0735538,0195685
0001125,0181865
0889846,0181865
0154530,0181865
0005398,0181865
0587401,0181865
0000438,0183659
0001315,0183659
0101005,0183659
0000124,0183659
0001069,0183659
0005476,0171804
0001721,0171804
0765597,0171804
0786639,0171804
0329773,0171804
0001497,0124315
0000234,0124315
0005148,0124315
0748620,0124315
0000323,0124315
0000213,0172493
0001401,0172493
0245112,0172493
0005261,0172493
0005253,0172493
0000569,0138097
0001691,0138097
0001212,0138097
0929489,0138097
0640838,0138097
0000905,0118799
0000971,0118799
0243842,0118799
0082979,0118799
0518057,0118799
0000560,0118564
0000651,0118564
0000336,0118564
0000353,0118564
0002148,0118564
0001132,0138097
0000228,0119488
0000128,0119488
0001602,0119488
0000342,0119488
0000107,0119488
0000146,0116209
0000300,0116209
0000353,0116209
0000218,0116209
0004710,0116209
0001691,0117631
0104051,0117631
0865286,0117631
0371824,0117631
0706162,0117631
0000531,0116282
0000513,0116282
0000114,0116282
0696193,0116282
0001780,0116282
0000154,0112573
0732703,0112573
0492566,0112573
0625729,0112573
0181920,0112573
0000115,0113627
0000223,0113627
0001696,0113627
0507659,0113627
0001836,0113627
0000215,0112818
0000576,0112818
0698764,0112818
0000855,0112818
0000388,0112818
0000286,0114814
0000321,0114814
0001125,0114814
0001629,0114814
0000228,0114814
0086322,0113819
0147503,0113819
0149654,0113819
0209340,0113819
0227226,0113819
0000227,0113819
0001448,0109306
0000169,0109306
0000959,0109306
0811202,0109306
0000504,0109306
0000136,0109707
0001445,0109707
0000572,0109707
0000099,0109707
0000470,0109707
0000131,0109348
0912001,0109348
0001848,0109348
0802831,0109348
0000236,0109348
0000553,0108052
0001426,0108052
0000146,0108052
0328751,0108052
0755974,0108052
0000158,0107818
0000243,0107818
0561809,0107818
0453248,0107818
0278052,0107818
0000456,0107822
0000172,0107822
0000554,0107822
0001593,0107822
0907942,0107822
0000142,0105695
0000432,0105695
0000151,0105695
0001321,0105695
0941316,0105695
0000199,0105323
0000563,0105323
0714310,0105323
0000270,0105323
0000450,0105323
0000603,0104454
0000307,0104454
0071851,0104454
0000668,0104454
0768795,0104454
0000582,0104952
0001494,0104952
0000673,0104952
0925943,0104952
0001304,0104952
0000345,0101587
0827663,0101587
0456124,0101587
0923210,0101587
0000644,0101587
0001588,0101587
0000313,0101889
0117035,0101889
0000245,0101889
0518394,0101889
0001689,0101889
0000335,0100486
0000460,0100486
0798779,0100486
0001711,0100486
0353467,0100486
0001001,0100157
0000870,0100157
0002070,0100157
0827973,0100157
0000002,0100157
0000134,0099685
0000501,0099685
0000582,0099685
0000966,0099685
0000649,0099685
0000151,0097239
0001788,0097239
0000101,0097239
0526985,0097239
0738354,0097239
0000358,0097937
0002084,0097937
0924009,0097937
0792202,0097937
0188520,0097937
0000111,0097441
0000243,0097441
0000144,0097441
0000151,0097441
0448097,0097441
0000129,0096969
0488267,0096969
0000855,0096969
0442512,0096969
0262923,0096969
0000534,0094608
0000149,0094608
0183464,0094608
0744235,0094608
0372475,0094608
0000092,0095159
0000130,0095159
0000177,0095159
0001589,0095159
0014883,0095159
0000458,0094606
0000678,0094606
0000133,0094606
0942195,0094606
0001773,0094606
0518821,0093389
0001040,0093389
0000564,0093389
0948078,0093389
0939378,0093389
0000221,0094291
0876645,0094291
0184429,0094291
0679406,0094291
0001525,0094291
0000140,0094291
0000333,0093565
0000115,0093565
0306696,0093565
0001156,0093565
0000732,0093565
0000126,0094226
0000125,0094226
0001747,0094226
0000412,0094226
0000134,0094226
0000056,0090863
0000129,0090863
0001512,0090863
0001726,0090863
0001806,0090863
0000458,0090830
0559144,0090830
0001453,0090830
0097842,0090830
0327160,0090830
0001347,0091167
0000402,0091167
0000323,0091167
0001201,0091167
0001848,0091167
0000658,0089755
0000602,0089755
0001970,0089755
0457655,0089755
0100942,0089755
0000458,0089424
0000471,0089424
0000968,0089424
0506784,0089424
0328604,0089424
0656183,0090203
0001334,0090203
0323344,0090203
0103071,0090203
0000360,0090203
0000747,0088933
0000979,0088933
0002025,0088933
0001133,0088933
0318527,0088933
0000197,0089841
0000678,0089841
0005162,0089841
0709907,0089841
0382676,0089841
0001378,0089841
0000719,0086879
0001371,0086879
0000931,0086879
0001003,0086879
0234541,0086879
0000398,0087921
0001080,0087921
0000438,0087921
0001496,0087921
0000518,0087921
0001832,0087553
0628955,0087553
0000518,0087553
0001696,0087553
0005266,0087553
0001114,0087892
0051856,0087892
0001919,0087892
0289038,0087892
0000027,0087892
0000511,0086425
0000700,0086425
0000197,0086425
0000362,0086425
0001099,0086425
0000380,0086423
0002128,0086423
0000990,0086423
0000979,0086423
0000289,0086423
0001373,0086617
0000154,0086617
0734368,0086617
0484770,0086617
0208772,0086617
0001426,0083987
0000298,0083987
0002081,0083987
0000024,0083987
0002145,0083987
0000658,0084707
0000177,0084707
0001493,0084707
0439334,0084707
0628273,0084707
0001283,0084434
0268297,0082158
0369814,0082158
0153182,0082158
0002027,0082158
0314776,0082158
0000031,0082846
0000020,0082846
0000404,0082846
0571630,0082846
0001056,0082846
0001545,0082031
0591485,0082031
0000024,0082031
0280242,0082031
0251708,0082031
0000886,0082979
0000473,0082979
0001346,0082979
0467085,0082979
0000197,0082979
0822972,0082979
0000661,0081283
0001546,0081283
0002139,0081283
0000459,0081283
0001826,0081283
0000134,0081398
0001550,0081398
0000582,0081398
0898634,0081398
0170225,0081398
0000651,0080549
0000169,0080549
0375629,0080549
0101992,0080549
0026286,0080549
0001673,0081150
0494432,0081150
0156187,0081150
0005460,0081150
0852118,0081150
0000163,0079417
0000658,0079417
0000737,0079417
0377888,0079417
0003318,0079417
0000398,0079638
0000977,0079638
0500038,0079638
0385757,0079638
0062642,0079638
0000634,0078841
0000511,0078841
0002048,0078841
0912001,0078841
0246004,0078841
0000134,0077416
0001030,0077416
0001698,0077416
0000686,0077416
0000658,0077416
0000404,0077362
0000685,0077362
0001136,0077362
0587340,0077362
0001019,0077362
0000404,0077289
0000257,0077289
0001749,0077289
0000323,0077289
0000527,0077289
0000095,0075686
0000473,0075686
0731634,0075686
0001406,0075686
0800328,0075686
0000377,0076095
0556850,0076095
0191944,0076095
0070801,0076095
0722315,0076095
0000404,0076245
0000603,0076245
0001673,0076245
0001703,0076245
0001358,0076245
0000230,0075148
0001735,0075148
0949350,0075148
0001835,0075148
0580565,0075148
0001159,0074958
0000034,0074958
0002075,0074958
0000380,0074958
0011741,0074958
0000163,0074119
0000602,0074119
0912001,0074119
0000842,0074119
0001358,0074119
0001673,0074119
0833152,0074958
0000197,0073486
0001221,0073486
0714835,0073486
0077720,0073486
0110480,0073486
0000527,0073766
0122675,0073766
0000907,0073766
0580607,0073766
0217935,0073766
0000886,0073692
0001046,0073692
0000443,0073692
0335519,0073692
0912001,0073692
0000199,0071562
0000380,0071562
0000473,0071562
0000134,0071562
0001030,0071562
0138770,0071598
0258089,0071598
0074596,0071598
0565731,0071598
0518880,0071598
0070592,0071115
0000995,0071115
0527501,0071115
0124100,0071115
0325959,0071115
0001215,0071877
0000002,0071877
0000842,0071877
0000006,0071877
0000302,0071877
0000493,0070640
0318527,0070640
0374348,0070640
0123680,0070640
0809514,0070640
0001719,0070819
0413559,0070819
0000649,0070819
0130282,0070819
0511695,0070819
0000961,0070509
0905993,0070509
0002144,0070509
0065320,0070509
0622553,0070509
0641939,0070510
0001575,0070510
0001404,0070510
0384916,0070510
0425928,0070510
0591485,0068327
0001868,0068327
0340926,0068327
0001297,0068327
0921202,0068327
0000443,0068326
0001902,0068326
0373012,0068326
0001274,0068326
0912966,0068326
0000432,0067116
0721073,0067116
0001702,0067116
0516215,0067116
0102566,0067116
0000404,0067309
0000661,0067309
0162541,0067309
0001702,0067309
0873148,0067309
0000961,0067328
0000313,0067328
0001732,0067328
0424565,0067328
0001458,0067328
0001715,0066206
0001500,0066206
0950079,0066206
0835021,0066206
0517444,0066206
0000869,0066579
0001657,0066579
0413559,0066579
0511614,0066579
0111376,0066579
0000053,0066319
0002145,0066319
0427756,0066319
0590055,0066319
0571674,0066319
0000044,0065377
0001509,0065377
0781029,0065377
0000302,0065377
0001421,0065377
0371040,0065377
0000163,0064665
0000685,0064665
0587249,0064665
0569410,0064665
0882853,0064665
0000078,0065126
0004794,0065126
0200981,0065126
0805317,0065126
0000380,0065126
0001749,0064840
0827137,0064840
0291512,0064840
0413561,0064840
0424743,0064840
0000404,0065088
0765546,0065088
0948772,0065088
0949574,0065088
0000999,0065088
0000527,0064117
0000006,0064117
0000443,0064117
0922967,0064117
0502360,0064117
0600531,0063385
0908861,0063385
0001657,0063385
0781183,0063385
0504492,0063385
0731772,0062794
0001954,0062794
0803785,0062794
0417824,0062794
0925418,0062794
0000659,0062994
0001725,0062994
0575552,0062994
0004282,0062994
0682074,0062994
0623658,0063654
0016776,0063654
0000640,0063654
0768321,0063654
0930524,0063654
0001201,0063522
0001023,0063522
0002106,0063522
0085782,0063522
0263052,0063522
0001627,0061811
0001768,0061811
0643105,0061811
0335519,0061811
0309588,0061811
0000075,0061735
0001627,0061735
0000031,0061735
0445523,0061735
0723968,0061735
0000056,0061512
0001421,0061512
0134201,0061512
0031398,0061512
0238105,0061512
0000886,0061418
0001159,0061418
0689488,0061418
0000432,0061418
0663820,0061418
0000843,0061722
0000163,0061722
0001684,0061722
0200122,0061722
0358069,0061722
0006890,0060665
0384908,0060665
0571674,0060665
0001727,0060665
0000080,0060665
0000072,0061184
0000009,0061184
0001719,0061184
0006800,0061184
0000493,0060424
0000527,0060424
0723707,0060424
0922165,0060424
0652109,0060424
0000404,0059017
0001511,0059017
0130286,0059017
0382722,0059017
0170713,0059017
0002131,0059084
0001958,0059084
0001046,0059084
0897808,0059084
0192801,0059084
0001673,0059798
0364455,0059798
0000842,0059798
0757256,0059798
0200122,0059798
0001627,0059573
0001859,0059573
0366946,0059573
0285922,0059573
0228853,0059573
0000030,0058385
0001322,0058385
0391361,0058385
0405035,0058385
0178066,0058385
0000267,0058331
0001813,0058331
0866835,0058331
0424318,0058331
0045968,0058331
0580479,0058672
0001811,0058672
0001703,0058672
0605923,0058672
0353916,0058672
0000063,0057831
0000869,0057831
0660327,0057831
0444321,0057831
0610127,0057831
0001215,0057590
0948772,0057590
0341518,0057590
0262725,0057590
0339343,0057590
0001627,0057251
0803785,0057251
0542858,0057251
0187886,0057251
0419051,0057251
0000056,0057163
0002048,0057163
0623658,0057163
0001121,0057163
0000946,0057163
0000072,0057634
0000009,0057634
0431139,0057634
0553349,0057634
0751983,0057634
0000564,0056172
0000027,0056172
0000063,0056172
0370144,0056172
0001725,0056172
0000060,0056592
0000825,0056592
0019221,0056592
0000380,0056592
0576345,0056592
0000843,0056241
0430460,0056241
0842421,0056241
0697785,0056241
0173714,0056241
0000056,0056541
0656183,0056541
0004309,0056541
0003225,0056541
0001800,0056541
0001157,0056241
0000081,0055614
0000937,0055614
0848560,0055614
0001549,0055614
0001995,0055614
0000075,0055031
0000044,0055031
0001847,0055031
0000017,0055031
0001703,0055031
0000047,0054749
0000901,0054749
0113505,0054749
0632426,0054749
0154804,0054749
0000493,0053604
0000511,0053604
0534045,0053604
0001827,0053604
0472816,0053604
0000044,0053793
0001739,0053793
0447913,0053793
0415591,0053793
0429250,0053793
0000072,0053622
0002131,0053622
0279472,0053622
0581277,0053622
0242972,0053622
0000018,0054331
0000059,0054331
0001739,0054331
0001452,0054331
0001811,0054331
0000032,0052618
0370144,0052618
0361823,0052618
0000963,0052618
0341518,0052618
0797531,0053226
0002131,0053226
0780765,0053226
0938372,0053226
0396819,0053226
0674012,0052738
0771584,0052738
0001859,0052738
0000937,0052738
0399345,0052738
0001989,0051658
